Account,Date,Transaction_Type,Transaction_Amount,Wallet_Impact,Balance,Recipient_Number,Is_Fraud
USER_10,2025-07-02 06:36:00,Deposit,0,-0.0,999.49,874.826.0619x5422,0
USER_9,2025-07-02 06:40:00,Deposit,0,-0.0,998.2,8543663674,1
USER_5,2025-07-02 06:40:00,Buy Goods,0,0.0,998.67,+1-346-344-6240x4084,1
USER_10,2025-07-02 06:40:00,Withdraw,2,-0.0,999.49,679-683-4024,0
USER_3,2025-07-02 06:42:00,Pay Bill,0,0.0,1011.84,001-437-912-0620x06195,1
USER_1,2025-07-02 06:42:00,Pay Bill,3,0.02,1003.97,726-862-8655x41744,1
USER_7,2025-07-02 06:48:00,Deposit,3,-0.0,996.66,(542)402-1078x7032,0
USER_4,2025-07-02 06:50:00,Send Money,8,0.05,1002.22,(850)345-1491,1
USER_4,2025-07-02 06:50:00,Pay Bill,45,-0.33,1002.17,3017710448,0
USER_4,2025-07-02 06:52:00,Deposit,0,0.0,1002.22,(945)390-9770x1948,0
USER_7,2025-07-02 06:54:00,Pay Bill,0,-0.0,996.66,+1-541-796-2032x055,1
USER_7,2025-07-02 06:54:00,Deposit,0,0.0,996.66,(877)972-2083x6549,0
USER_6,2025-07-02 06:56:00,Deposit,0,-0.0,1006.42,(797)715-4878,0
USER_2,2025-07-02 07:06:00,Deposit,27,0.32,1003.23,(313)586-1672x1304,0
USER_4,2025-07-02 07:06:00,Withdraw,9,-0.06,1002.16,001-638-364-5529,1
USER_3,2025-07-02 07:06:00,Deposit,0,0.0,1011.84,784-941-1016x711,0
USER_1,2025-07-02 07:08:00,Buy Goods,0,0.0,1003.97,299-745-8520,1
USER_3,2025-07-02 07:10:00,Buy Goods,0,-0.0,1011.84,+1-635-951-0344x61679,0
USER_4,2025-07-02 07:10:00,Pay Bill,2,-0.01,1002.15,+1-789-366-3205x96845,0
USER_2,2025-07-02 07:10:00,Send Money,1,-0.01,1003.22,001-200-279-2223x40221,1
USER_2,2025-07-02 07:12:00,Send Money,5,0.07,1003.29,836-592-4099x66736,1
USER_10,2025-07-02 07:12:00,Withdraw,2,-0.02,999.47,730.952.8917x724,0
USER_4,2025-07-02 07:16:00,Buy Goods,2,0.01,1002.16,001-918-568-5491x8429,1
USER_9,2025-07-02 07:16:00,Withdraw,2,-0.0,998.2,386-665-8985x38859,1
USER_4,2025-07-02 07:16:00,Deposit,0,-0.0,1002.15,(378)505-4907,1
USER_7,2025-07-02 07:18:00,Pay Bill,0,0.0,996.66,001-382-231-5464x1133,1
USER_1,2025-07-02 07:18:00,Send Money,0,-0.0,1003.97,488.299.2909x584,0
USER_6,2025-07-02 07:26:00,Buy Goods,0,0.0,1006.42,581.355.9246x9901,0
USER_3,2025-07-02 07:26:00,Deposit,220,2.6,1014.44,6089047871,1
USER_9,2025-07-02 07:32:00,Withdraw,0,0.0,998.2,(730)500-7509,1
USER_6,2025-07-02 07:32:00,Withdraw,0,0.0,1006.42,411-584-4533x04530,1
USER_7,2025-07-02 07:34:00,Withdraw,2,0.02,996.68,877.527.9832,0
USER_8,2025-07-02 07:36:00,Withdraw,1,0.01,992.27,4305109883,0
USER_2,2025-07-02 07:38:00,Deposit,0,-0.0,1003.29,474.646.2160x53752,0
USER_3,2025-07-02 07:42:00,Pay Bill,9,0.03,1014.47,2977482127,1
USER_3,2025-07-02 07:42:00,Withdraw,0,-0.0,1014.44,478-721-0474x25114,1
USER_3,2025-07-02 07:44:00,Pay Bill,43,0.27,1014.74,622.768.1040x527,0
USER_1,2025-07-02 07:48:00,Pay Bill,2,0.02,1003.99,(387)430-2371x18859,0
USER_8,2025-07-02 07:48:00,Pay Bill,2,0.02,992.29,+1-445-402-3153x587,1
USER_5,2025-07-02 07:48:00,Deposit,0,-0.0,998.67,+1-885-453-7660x180,1
USER_8,2025-07-02 07:48:00,Pay Bill,0,0.0,992.29,984.921.8539x75320,0
USER_1,2025-07-02 07:50:00,Buy Goods,11,-0.09,1003.9,001-453-220-8299,0
USER_10,2025-07-02 07:52:00,Pay Bill,1,0.02,999.49,001-394-909-4230x188,1
USER_6,2025-07-02 07:52:00,Deposit,110,-2.61,1003.81,281-868-5783,0
USER_3,2025-07-02 07:54:00,Deposit,0,-0.0,1014.74,(829)933-2899x54762,0
USER_10,2025-07-02 07:54:00,Buy Goods,0,-0.0,999.49,699-817-2886x691,1
USER_10,2025-07-02 07:54:00,Send Money,0,-0.0,999.49,9484537023,1
USER_3,2025-07-02 07:58:00,Buy Goods,0,0.0,1014.74,(429)637-3011,1
USER_2,2025-07-02 08:02:00,Buy Goods,1,0.01,1003.3,255.378.5034x4125,1
USER_9,2025-07-02 08:02:00,Withdraw,0,0.0,998.2,448.760.4491,0
USER_4,2025-07-02 08:04:00,Withdraw,0,0.0,1002.16,771-962-9919x714,0
USER_5,2025-07-02 08:06:00,Pay Bill,324,1.12,999.79,(944)266-9714,1
USER_3,2025-07-02 08:08:00,Buy Goods,0,0.0,1014.74,849.629.5234,0
USER_9,2025-07-02 08:12:00,Withdraw,20,0.33,998.53,+1-800-929-5623x7734,1
USER_5,2025-07-02 08:12:00,Send Money,0,0.0,999.79,427.227.0645x030,0
USER_5,2025-07-02 08:16:00,Withdraw,0,0.0,999.79,4714586530,0
USER_8,2025-07-02 08:20:00,Send Money,1,-0.01,992.28,001-596-380-2781x3782,1
USER_7,2025-07-02 08:24:00,Pay Bill,60,0.44,997.12,001-518-859-0740x13513,0
USER_8,2025-07-02 08:24:00,Send Money,0,0.0,992.28,940-366-1456x30827,1
USER_5,2025-07-02 08:24:00,Buy Goods,4,0.02,999.81,(579)706-9179x33897,0
USER_5,2025-07-02 08:24:00,Send Money,0,0.0,999.79,523.660.6084,0
USER_6,2025-07-02 08:26:00,Withdraw,0,0.0,1003.81,001-916-461-2102x5025,1
USER_10,2025-07-02 08:28:00,Withdraw,0,-0.0,999.49,699.533.8401x07396,1
USER_6,2025-07-02 08:28:00,Buy Goods,0,-0.0,1003.81,+1-250-948-8192,0
USER_7,2025-07-02 08:30:00,Deposit,0,-0.0,997.12,219.748.7868x125,1
USER_5,2025-07-02 08:30:00,Buy Goods,1,0.0,999.81,9974908396,0
USER_10,2025-07-02 08:32:00,Withdraw,1,0.01,999.5,274-977-4591,0
USER_6,2025-07-02 08:34:00,Send Money,3,0.03,1003.84,001-976-266-1609,1
USER_3,2025-07-02 08:36:00,Withdraw,3,0.03,1014.77,750-530-4577,0
USER_2,2025-07-02 08:40:00,Deposit,6,0.03,1003.33,691.362.7362x9383,0
USER_1,2025-07-02 08:40:00,Pay Bill,3,0.02,1003.92,759.284.3196,1
USER_3,2025-07-02 08:40:00,Withdraw,0,0.0,1014.77,560-861-6811x26861,1
USER_5,2025-07-02 08:42:00,Send Money,0,-0.0,999.81,001-802-999-0564x4730,0
USER_7,2025-07-02 08:44:00,Buy Goods,0,0.0,997.11,694.214.0659,0
USER_7,2025-07-02 08:44:00,Buy Goods,5,-0.01,997.11,(594)636-3992x570,0
USER_2,2025-07-02 08:44:00,Buy Goods,1,-0.0,1003.33,+1-586-799-7468x748,0
USER_6,2025-07-02 08:44:00,Withdraw,0,-0.0,1003.84,641-746-1843x86883,0
USER_4,2025-07-02 08:46:00,Withdraw,0,0.0,1002.16,766-499-5613,1
USER_10,2025-07-02 08:46:00,Deposit,10,0.19,999.69,537-301-3335x128,0
USER_6,2025-07-02 08:48:00,Withdraw,0,0.0,1003.84,(266)918-3813x2883,0
USER_10,2025-07-02 08:50:00,Buy Goods,2,0.01,999.7,623.277.1699x3397,0
USER_3,2025-07-02 08:54:00,Pay Bill,4,0.01,1014.78,415.693.6626,0
USER_6,2025-07-02 08:54:00,Withdraw,0,-0.0,1003.84,001-568-274-3702x3557,0
USER_9,2025-07-02 08:56:00,Deposit,0,-0.0,998.53,001-548-502-2156,1
USER_4,2025-07-02 08:56:00,Withdraw,3,-0.04,1002.12,443.611.2074x14201,1
USER_5,2025-07-02 08:56:00,Deposit,3,-0.02,999.79,+1-529-713-6874x521,0
USER_3,2025-07-02 08:58:00,Buy Goods,1,-0.02,1014.76,496.302.5486x43461,1
USER_3,2025-07-02 08:58:00,Send Money,1,0.01,1014.77,+1-735-815-5205,0
USER_10,2025-07-02 08:58:00,Pay Bill,3,0.02,999.72,807-684-3252x368,1
USER_3,2025-07-02 08:58:00,Withdraw,0,-0.0,1014.78,625.642.8744,1
USER_3,2025-07-02 09:00:00,Buy Goods,3,0.04,1014.81,(963)772-8426x77617,1
USER_9,2025-07-02 09:04:00,Buy Goods,0,-0.0,998.53,278-785-4662x584,1
USER_7,2025-07-02 09:04:00,Pay Bill,0,-0.0,997.11,582-309-3402,0
USER_2,2025-07-02 09:06:00,Buy Goods,0,-0.0,1003.33,807-363-9350x8107,1
USER_6,2025-07-02 09:06:00,Buy Goods,1,0.01,1003.85,(236)758-7892,0
USER_8,2025-07-02 09:08:00,Buy Goods,0,-0.0,992.28,667.576.2099x289,1
USER_8,2025-07-02 09:08:00,Pay Bill,0,-0.0,992.28,313.467.6934x338,0
USER_6,2025-07-02 09:12:00,Deposit,0,-0.0,1003.85,+1-304-998-7734x2134,0
USER_1,2025-07-02 09:14:00,Buy Goods,0,-0.0,1003.92,(674)596-7165,0
USER_8,2025-07-02 09:14:00,Pay Bill,2,-0.0,992.28,001-830-459-6863x82691,1
